Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9JII6|AK1A1_MOUSE	Q9JII6	AK1A1_MOUSE	Akr1a1	325	Mus musculus	Aldo-keto reductase family 1 member A1	1:Experimental evidence at protein level	2.46	0.9105	0.9942	1	1	1	3	3	3	     0	     0	     0			
sp|Q9R1P0|PSA4_MOUSE	Q9R1P0	PSA4_MOUSE	Psma4	261	Mus musculus	Proteasome subunit alpha type-4	1:Experimental evidence at protein level	3.07	0.9103	0.9942	1	1	1	1	1	1	     0	     0	     0			
sp|Q9QZD9|EIF3I_MOUSE	Q9QZD9	EIF3I_MOUSE	Eif3i	325	Mus musculus	Eukaryotic translation initiation factor 3 subunit I	1:Experimental evidence at protein level	2.77	0.9090	0.9941	1	1	1	3	3	3	     0	     0	     0			
sp|Q8K019|BCLF1_MOUSE	Q8K019	BCLF1_MOUSE	Bclaf1	919	Mus musculus	Bcl-2-associated transcription factor 1	1:Experimental evidence at protein level	0.98	0.9046	0.9938	1	1	1	1	1	1	     0	     0	     0			
sp|Q6NVF9|CPSF6_MOUSE	Q6NVF9	CPSF6_MOUSE	Cpsf6	551	Mus musculus	Cleavage and polyadenylation specificity factor subunit 6	1:Experimental evidence at protein level	1.63	0.8954	0.9931	1	1	1	1	1	1	     0	     0	     0			
sp|Q99K01|PDXD1_MOUSE	Q99K01	PDXD1_MOUSE	Pdxdc1	787	Mus musculus	Pyridoxal-dependent decarboxylase domain-containing protein 1	1:Experimental evidence at protein level	1.40	0.8950	0.9931	1	1	1	1	1	1	     0	     0	     0			
sp|P09528|FRIH_MOUSE	P09528	FRIH_MOUSE	Fth1	182	Mus musculus	Ferritin heavy chain	1:Experimental evidence at protein level	4.95	0.8923	0.9929	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|E9Q1P8|I2BP2_MOUSE	E9Q1P8	I2BP2_MOUSE	Irf2bp2	570	Mus musculus	Interferon regulatory factor 2-binding protein 2	1:Experimental evidence at protein level	2.11	0.8900	0.9927	1	1	1	1	1	1	     0	     0	     0			
sp|Q8N7N5|DCAF8_MOUSE	Q8N7N5	DCAF8_MOUSE	Dcaf8	591	Mus musculus	DDB1- and CUL4-associated factor 8	1:Experimental evidence at protein level	1.35	0.8898	0.9927	1	1	1	3	3	3	     0	     0	     0			
sp|P59999|ARPC4_MOUSE	P59999	ARPC4_MOUSE	Arpc4	168	Mus musculus	Actin-related protein 2/3 complex subunit 4	1:Experimental evidence at protein level	4.76	0.8855	0.9924	1	1	1	2	2	2	     0	     0	     0			
sp|Q8K310|MATR3_MOUSE	Q8K310	MATR3_MOUSE	Matr3	846	Mus musculus	Matrin-3	1:Experimental evidence at protein level	1.06	0.8831	0.9922	1	1	1	1	1	1	     0	     0	     0			
sp|P46638|RB11B_MOUSE	P46638	RB11B_MOUSE	Rab11b	218	Mus musculus	Ras-related protein Rab-11B	1:Experimental evidence at protein level	3.67	0.8807	0.9920	1	0	1	3	0	3	     0	     0	     0			sp|P62492|RB11A_MOUSE
sp|Q9EPJ9|ARFG1_MOUSE	Q9EPJ9	ARFG1_MOUSE	Arfgap1	414	Mus musculus	ADP-ribosylation factor GTPase-activating protein 1	1:Experimental evidence at protein level	2.17	0.8772	0.9918	1	1	1	1	1	1	     0	     0	     0			
sp|P19973|LSP1_MOUSE	P19973	LSP1_MOUSE	Lsp1	330	Mus musculus	Lymphocyte-specific protein 1	1:Experimental evidence at protein level	3.94	0.8720	0.9914	1	1	1	1	1	1	     0	     0	     0			
sp|Q00612|G6PD1_MOUSE	Q00612	G6PD1_MOUSE	G6pdx	515	Mus musculus	Glucose-6-phosphate 1-dehydrogenase X	1:Experimental evidence at protein level	1.36	0.8716	0.9913	1	1	1	5	5	5	     0	     0	     0			
sp|Q00PI9|HNRL2_MOUSE	Q00PI9	HNRL2_MOUSE	Hnrnpul2	745	Mus musculus	Heterogeneous nuclear ribonucleoprotein U-like protein 2	1:Experimental evidence at protein level	1.21	0.8678	0.9910	1	1	1	3	3	3	     0	     0	     0			
sp|Q9CXS4|CENPV_MOUSE	Q9CXS4	CENPV_MOUSE	Cenpv	252	Mus musculus	Centromere protein V	1:Experimental evidence at protein level	3.17	0.8638	0.9907	1	1	1	1	1	1	     0	     0	     0			
sp|Q62189|SNRPA_MOUSE	Q62189	SNRPA_MOUSE	Snrpa	287	Mus musculus	U1 small nuclear ribonucleoprotein A	1:Experimental evidence at protein level	4.53	0.8606	0.9905	1	1	1	1	1	1	     0	     0	     0	12M(15.9949), 2M(15.9949)		
sp|Q3TLH4|PRC2C_MOUSE	Q3TLH4	PRC2C_MOUSE	Prrc2c	2846	Mus musculus	Protein PRRC2C	1:Experimental evidence at protein level	0.42	0.8565	0.9902	1	1	1	1	1	1	     0	     0	     0			
contam_sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	1.24	0.8551	0.9901	1	1	1	1	1	1	     0	     0	     0			
sp|Q640N1|AEBP1_MOUSE	Q640N1	AEBP1_MOUSE	Aebp1	1128	Mus musculus	Adipocyte enhancer-binding protein 1	1:Experimental evidence at protein level	0.62	0.8539	0.9900	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CPQ1|COX6C_MOUSE	Q9CPQ1	COX6C_MOUSE	Cox6c	76	Mus musculus	Cytochrome c oxidase subunit 6C	1:Experimental evidence at protein level	10.53	0.8537	0.9899	1	1	1	2	2	2	     0	     0	     0			
sp|P51432|PLCB3_MOUSE	P51432	PLCB3_MOUSE	Plcb3	1234	Mus musculus	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	1:Experimental evidence at protein level	0.73	0.8520	0.9898	1	1	1	1	1	1	     0	     0	     0			
sp|Q30D77|COOA1_MOUSE	Q30D77	COOA1_MOUSE	Col24a1	1733	Mus musculus	Collagen alpha-1(XXIV) chain	2:Experimental evidence at transcript level	0.52	0.8501	0.9897	1	1	1	8	8	8	     0	     0	     0			
sp|Q9CZ42|NNRD_MOUSE	Q9CZ42	NNRD_MOUSE	Naxd	343	Mus musculus	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	1:Experimental evidence at protein level	2.62	0.8441	0.9892	1	1	1	2	2	2	     0	     0	     0			
sp|Q9CPU0|LGUL_MOUSE	Q9CPU0	LGUL_MOUSE	Glo1	184	Mus musculus	Lactoylglutathione lyase	1:Experimental evidence at protein level	3.80	0.8398	0.9888	1	1	1	3	3	3	     0	     0	     0			
sp|P63328|PP2BA_MOUSE	P63328	PP2BA_MOUSE	Ppp3ca	521	Mus musculus	Protein phosphatase 3 catalytic subunit alpha	1:Experimental evidence at protein level	1.54	0.8395	0.9888	1	1	1	1	1	1	     0	     0	     0			
sp|Q9D1Q6|ERP44_MOUSE	Q9D1Q6	ERP44_MOUSE	Erp44	406	Mus musculus	Endoplasmic reticulum resident protein 44	1:Experimental evidence at protein level	1.72	0.8339	0.9883	1	1	1	2	2	2	     0	     0	     0			
sp|Q8VCM7|FIBG_MOUSE	Q8VCM7	FIBG_MOUSE	Fgg	436	Mus musculus	Fibrinogen gamma chain	1:Experimental evidence at protein level	5.28	0.8324	0.9882	1	1	1	2	2	2	     0	     0	     0	16M(15.9949)		
sp|Q8CGB6|TENS2_MOUSE	Q8CGB6	TENS2_MOUSE	Tns2	1400	Mus musculus	Tensin-2	1:Experimental evidence at protein level	0.79	0.8322	0.9882	1	1	1	1	1	1	     0	     0	     0			
sp|P62996|TRA2B_MOUSE	P62996	TRA2B_MOUSE	Tra2b	288	Mus musculus	Transformer-2 protein homolog beta	1:Experimental evidence at protein level	2.43	0.8230	0.9874	1	1	1	3	3	3	     0	     0	     0			
sp|P12265|BGLR_MOUSE	P12265	BGLR_MOUSE	Gusb	648	Mus musculus	Beta-glucuronidase	1:Experimental evidence at protein level	1.08	0.7913	0.9846	1	1	1	2	2	2	     0	     0	     0			
sp|Q61035|HARS1_MOUSE	Q61035	HARS1_MOUSE	Hars1	509	Mus musculus	Histidine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	1.57	0.7907	0.9845	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BIQ5|CSTF2_MOUSE	Q8BIQ5	CSTF2_MOUSE	Cstf2	580	Mus musculus	Cleavage stimulation factor subunit 2	1:Experimental evidence at protein level	2.59	0.7895	0.9844	1	1	1	1	1	1	     0	     0	     0			
sp|Q8K0P3|MEAK7_MOUSE	Q8K0P3	MEAK7_MOUSE	Meak7	455	Mus musculus	MTOR-associated protein MEAK7	2:Experimental evidence at transcript level	1.76	0.7853	0.9840	1	1	1	1	1	1	     0	     0	     0			
sp|P83882|RL36A_MOUSE	P83882	RL36A_MOUSE	Rpl36a	106	Mus musculus	Large ribosomal subunit protein eL42	1:Experimental evidence at protein level	6.60	0.7843	0.9840	1	1	1	3	3	3	     0	     0	     0			
sp|Q91ZJ5|UGPA_MOUSE	Q91ZJ5	UGPA_MOUSE	Ugp2	508	Mus musculus	UTP--glucose-1-phosphate uridylyltransferase	1:Experimental evidence at protein level	1.38	0.7836	0.9839	1	1	1	3	3	3	     0	     0	     0			
sp|Q9CWJ9|PUR9_MOUSE	Q9CWJ9	PUR9_MOUSE	Atic	592	Mus musculus	Bifunctional purine biosynthesis protein ATIC	1:Experimental evidence at protein level	1.52	0.7826	0.9838	1	1	1	2	2	2	     0	     0	     0			
sp|O35864|CSN5_MOUSE	O35864	CSN5_MOUSE	Cops5	334	Mus musculus	COP9 signalosome complex subunit 5	1:Experimental evidence at protein level	2.10	0.7775	0.9833	1	1	1	2	2	2	     0	     0	     0			
sp|P49138|MAPK2_MOUSE	P49138	MAPK2_MOUSE	Mapkapk2	386	Mus musculus	MAP kinase-activated protein kinase 2	1:Experimental evidence at protein level	2.33	0.7718	0.9828	1	1	1	3	3	3	     0	     0	     0			
sp|Q64012|RALY_MOUSE	Q64012	RALY_MOUSE	Raly	312	Mus musculus	RNA-binding protein Raly	1:Experimental evidence at protein level	2.24	0.7710	0.9827	1	1	1	3	3	3	     0	     0	     0			
sp|Q02819|NUCB1_MOUSE	Q02819	NUCB1_MOUSE	Nucb1	459	Mus musculus	Nucleobindin-1	1:Experimental evidence at protein level	2.83	0.7696	0.9826	1	1	1	2	2	2	     0	     0	     0			
sp|G5E8K5|ANK3_MOUSE	G5E8K5	ANK3_MOUSE	Ank3	1961	Mus musculus	Ankyrin-3	1:Experimental evidence at protein level	0.41	0.7604	0.9817	1	1	1	1	1	1	     0	     0	     0			
sp|Q11136|PEPD_MOUSE	Q11136	PEPD_MOUSE	Pepd	493	Mus musculus	Xaa-Pro dipeptidase	1:Experimental evidence at protein level	1.42	0.7599	0.9816	1	1	1	2	2	2	     0	     0	     0			
sp|Q8C1A5|THOP1_MOUSE	Q8C1A5	THOP1_MOUSE	Thop1	687	Mus musculus	Thimet oligopeptidase	1:Experimental evidence at protein level	1.16	0.7448	0.9801	1	1	1	1	1	1	     0	     0	     0			
sp|Q99JY0|ECHB_MOUSE	Q99JY0	ECHB_MOUSE	Hadhb	475	Mus musculus	Trifunctional enzyme subunit beta, mitochondrial	1:Experimental evidence at protein level	1.89	0.7411	0.9797	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CQ60|6PGL_MOUSE	Q9CQ60	6PGL_MOUSE	Pgls	257	Mus musculus	6-phosphogluconolactonase	1:Experimental evidence at protein level	3.11	0.7377	0.9794	1	1	1	1	1	1	     0	     0	     0			
sp|Q61838|PZP_MOUSE	Q61838	PZP_MOUSE	Pzp	1495	Mus musculus	Pregnancy zone protein	1:Experimental evidence at protein level	0.74	0.7367	0.9793	1	1	1	1	1	1	     0	     0	     0			
sp|Q2KN98|CYTSA_MOUSE	Q2KN98	CYTSA_MOUSE	Specc1l	1118	Mus musculus	Cytospin-A	1:Experimental evidence at protein level	1.25	0.7352	0.9791	1	1	1	2	2	2	     0	     0	     0			
sp|Q9Z1P6|NDUA7_MOUSE	Q9Z1P6	NDUA7_MOUSE	Ndufa7	113	Mus musculus	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	1:Experimental evidence at protein level	11.50	0.7263	0.9781	1	1	1	1	1	1	     0	     0	     0	7M(15.9949)		
sp|P97857|ATS1_MOUSE	P97857	ATS1_MOUSE	Adamts1	968	Mus musculus	A disintegrin and metalloproteinase with thrombospondin motifs 1	1:Experimental evidence at protein level	0.83	0.7252	0.9780	1	1	1	3	3	3	     0	     0	     0			
sp|P15501|SPBP_MOUSE	P15501	SPBP_MOUSE	Sbp	199	Mus musculus	Prostatic spermine-binding protein	2:Experimental evidence at transcript level	3.52	0.7238	0.9779	1	1	1	3	3	3	     0	     0	     0			
sp|Q61584|FXR1_MOUSE	Q61584	FXR1_MOUSE	Fxr1	677	Mus musculus	RNA-binding protein FXR1	1:Experimental evidence at protein level	1.18	0.7179	0.9772	1	1	1	2	2	2	     0	     0	     0			
sp|Q3TEA8|HP1B3_MOUSE	Q3TEA8	HP1B3_MOUSE	Hp1bp3	554	Mus musculus	Heterochromatin protein 1-binding protein 3	1:Experimental evidence at protein level	1.26	0.7143	0.9768	1	1	1	1	1	1	     0	     0	     0			
sp|Q9R0Y5|KAD1_MOUSE	Q9R0Y5	KAD1_MOUSE	Ak1	194	Mus musculus	Adenylate kinase isoenzyme 1	1:Experimental evidence at protein level	4.64	0.7135	0.9767	1	1	1	3	3	3	     0	     0	     0			
sp|Q80X71|T106B_MOUSE	Q80X71	T106B_MOUSE	Tmem106b	275	Mus musculus	Transmembrane protein 106B	1:Experimental evidence at protein level	5.09	0.7094	0.9763	1	1	1	1	1	1	     0	     0	     0			
sp|Q3UMF0|COBL1_MOUSE	Q3UMF0	COBL1_MOUSE	Cobll1	1273	Mus musculus	Cordon-bleu protein-like 1	1:Experimental evidence at protein level	0.63	0.7068	0.9760	1	1	1	2	2	2	     0	     0	     0			
sp|Q61171|PRDX2_MOUSE	Q61171	PRDX2_MOUSE	Prdx2	198	Mus musculus	Peroxiredoxin-2	1:Experimental evidence at protein level	3.54	0.7040	0.9757	1	1	1	3	3	3	     0	     0	     0			
sp|Q8CEZ0|KCTD2_MOUSE	Q8CEZ0	KCTD2_MOUSE	Kctd2	266	Mus musculus	BTB/POZ domain-containing protein KCTD2	2:Experimental evidence at transcript level	2.63	0.7031	0.9756	1	1	1	3	3	3	     0	     0	     0			
sp|Q9CZU6|CISY_MOUSE	Q9CZU6	CISY_MOUSE	Cs	464	Mus musculus	Citrate synthase, mitochondrial	1:Experimental evidence at protein level	2.37	0.6958	0.9747	1	1	1	1	1	1	     0	     0	     0			
sp|D3YXK2|SAFB1_MOUSE	D3YXK2	SAFB1_MOUSE	Safb	937	Mus musculus	Scaffold attachment factor B1	1:Experimental evidence at protein level	0.75	0.6918	0.9743	1	1	1	1	1	1	     0	     0	     0			
sp|Q6P6L0|FIL1L_MOUSE	Q6P6L0	FIL1L_MOUSE	Filip1l	1131	Mus musculus	Filamin A-interacting protein 1-like	1:Experimental evidence at protein level	1.15	0.6830	0.9732	1	1	1	1	1	1	     0	     0	     0			
sp|O08917|FLOT1_MOUSE	O08917	FLOT1_MOUSE	Flot1	428	Mus musculus	Flotillin-1	1:Experimental evidence at protein level	1.64	0.6754	0.9723	1	1	1	5	5	5	     0	     0	     0			
sp|Q8K1M6|DNM1L_MOUSE	Q8K1M6	DNM1L_MOUSE	Dnm1l	736	Mus musculus	Dynamin-1-like protein	1:Experimental evidence at protein level	1.09	0.6748	0.9722	1	1	1	2	2	2	     0	     0	     0			
sp|A2BDX3|MOCS3_MOUSE	A2BDX3	MOCS3_MOUSE	Mocs3	460	Mus musculus	Adenylyltransferase and sulfurtransferase MOCS3	1:Experimental evidence at protein level	1.96	0.6736	0.9721	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CYN2|SPCS2_MOUSE	Q9CYN2	SPCS2_MOUSE	Spcs2	226	Mus musculus	Signal peptidase complex subunit 2	1:Experimental evidence at protein level	3.98	0.6715	0.9718	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q8CG19|LTBP1_MOUSE	Q8CG19	LTBP1_MOUSE	Ltbp1	1712	Mus musculus	Latent-transforming growth factor beta-binding protein 1	1:Experimental evidence at protein level	0.53	0.6582	0.9701	1	1	1	1	1	1	     0	     0	     0			
sp|O35691|PININ_MOUSE	O35691	PININ_MOUSE	Pnn	725	Mus musculus	Pinin	1:Experimental evidence at protein level	1.10	0.6580	0.9701	1	1	1	1	1	1	     0	     0	     0			
sp|Q03717|KCNB1_MOUSE	Q03717	KCNB1_MOUSE	Kcnb1	857	Mus musculus	Potassium voltage-gated channel subfamily B member 1	1:Experimental evidence at protein level	0.82	0.6539	0.9696	1	1	1	2	2	2	     0	     0	     0			
sp|Q9CZH7|MXRA7_MOUSE	Q9CZH7	MXRA7_MOUSE	Mxra7	178	Mus musculus	Matrix-remodeling-associated protein 7	1:Experimental evidence at protein level	3.93	0.6524	0.9694	1	1	1	2	2	2	     0	     0	     0			
sp|Q5SFM8|RBM27_MOUSE	Q5SFM8	RBM27_MOUSE	Rbm27	1060	Mus musculus	RNA-binding protein 27	1:Experimental evidence at protein level	0.75	0.6369	0.9673	1	1	1	2	2	2	     0	     0	     0			
sp|P39053|DYN1_MOUSE	P39053	DYN1_MOUSE	Dnm1	867	Mus musculus	Dynamin-1	1:Experimental evidence at protein level	0.92	0.6335	0.9668	1	0	1	1	0	1	     0	     0	     0			sp|P39054|DYN2_MOUSE
sp|A2AAY5|SPD2B_MOUSE	A2AAY5	SPD2B_MOUSE	Sh3pxd2b	908	Mus musculus	SH3 and PX domain-containing protein 2B	1:Experimental evidence at protein level	0.77	0.6330	0.9668	1	1	1	1	1	1	     0	     0	     0			
sp|O35740|CITE2_MOUSE	O35740	CITE2_MOUSE	Cited2	269	Mus musculus	Cbp/p300-interacting transactivator 2	1:Experimental evidence at protein level	4.46	0.6290	0.9662	1	1	1	2	2	2	     0	     0	     0	8M(15.9949), N-term(42.0106)		
sp|Q6NS60|FBX41_MOUSE	Q6NS60	FBX41_MOUSE	Fbxo41	873	Mus musculus	F-box only protein 41	1:Experimental evidence at protein level	0.80	0.6288	0.9662	1	1	1	19	19	19	     0	     0	     0			
sp|O09044|SNP23_MOUSE	O09044	SNP23_MOUSE	Snap23	210	Mus musculus	Synaptosomal-associated protein 23	1:Experimental evidence at protein level	3.33	0.6240	0.9655	1	1	1	2	2	2	     0	     0	     0			
sp|Q8CH18|CCAR1_MOUSE	Q8CH18	CCAR1_MOUSE	Ccar1	1146	Mus musculus	Cell division cycle and apoptosis regulator protein 1	1:Experimental evidence at protein level	0.79	0.6198	0.9649	1	1	1	3	3	3	     0	     0	     0			
sp|O08677|KNG1_MOUSE	O08677	KNG1_MOUSE	Kng1	661	Mus musculus	Kininogen-1	1:Experimental evidence at protein level	1.36	0.6186	0.9647	1	1	1	1	1	1	     0	     0	     0			
sp|P23116|EIF3A_MOUSE	P23116	EIF3A_MOUSE	Eif3a	1344	Mus musculus	Eukaryotic translation initiation factor 3 subunit A	1:Experimental evidence at protein level	0.60	0.6083	0.9632	1	1	1	2	2	2	     0	     0	     0			
sp|Q9D4V3|CCD83_MOUSE	Q9D4V3	CCD83_MOUSE	Ccdc83	305	Mus musculus	Coiled-coil domain-containing protein 83	2:Experimental evidence at transcript level	2.95	0.6070	0.9630	1	1	1	5	5	5	     0	     0	     0			
sp|Q9QY76|VAPB_MOUSE	Q9QY76	VAPB_MOUSE	Vapb	243	Mus musculus	Vesicle-associated membrane protein-associated protein B	1:Experimental evidence at protein level	2.88	0.5999	0.9620	1	1	1	2	2	2	     0	     0	     0			
sp|P62754|RS6_MOUSE	P62754	RS6_MOUSE	Rps6	249	Mus musculus	Small ribosomal subunit protein eS6	1:Experimental evidence at protein level	2.81	0.5994	0.9619	1	1	1	2	2	2	     0	     0	     0			
sp|P06909|CFAH_MOUSE	P06909	CFAH_MOUSE	Cfh	1234	Mus musculus	Complement factor H	1:Experimental evidence at protein level	0.65	0.5966	0.9615	1	1	1	1	1	1	     0	     0	     0			
sp|Q9JKR6|HYOU1_MOUSE	Q9JKR6	HYOU1_MOUSE	Hyou1	999	Mus musculus	Hypoxia up-regulated protein 1	1:Experimental evidence at protein level	1.40	0.5932	0.9609	1	1	1	1	1	1	     0	     0	     0			
sp|Q6P9K8|CSKI1_MOUSE	Q6P9K8	CSKI1_MOUSE	Caskin1	1431	Mus musculus	Caskin-1	1:Experimental evidence at protein level	0.56	0.5883	0.9602	1	1	1	2	2	2	     0	     0	     0			
sp|Q80VP1|EPN1_MOUSE	Q80VP1	EPN1_MOUSE	Epn1	575	Mus musculus	Epsin-1	1:Experimental evidence at protein level	1.22	0.5856	0.9597	1	1	1	2	2	2	     0	     0	     0			
sp|P07091|S10A4_MOUSE	P07091	S10A4_MOUSE	S100a4	101	Mus musculus	Protein S100-A4	1:Experimental evidence at protein level	7.92	0.5806	0.9589	1	1	1	2	2	2	     0	     0	     0			
sp|P14106|C1QB_MOUSE	P14106	C1QB_MOUSE	C1qb	253	Mus musculus	Complement C1q subcomponent subunit B	1:Experimental evidence at protein level	2.77	0.5757	0.9581	1	0	1	3	0	3	     0	     0	     0			sp|Q9R171|CBLN1_MOUSE
sp|Q80XL6|ACD11_MOUSE	Q80XL6	ACD11_MOUSE	Acad11	779	Mus musculus	Acyl-CoA dehydrogenase family member 11	1:Experimental evidence at protein level	1.41	0.5638	0.9561	1	0	1	3	0	3	     0	     0	     0	10M(15.9949), 9C(57.0214)		sp|Q8K370|ACD10_MOUSE
sp|P06339|HA15_MOUSE	P06339	HA15_MOUSE	H2-T23	357	Mus musculus	H-2 class I histocompatibility antigen, D-37 alpha chain	1:Experimental evidence at protein level	3.64	0.5627	0.9560	1	0	1	10	0	10	     0	     0	     0	10M(15.9949)		sp|P14429|HA17_MOUSE, sp|P14430|HA18_MOUSE, sp|P14431|HA19_MOUSE
sp|Q9QXZ0|MACF1_MOUSE	Q9QXZ0	MACF1_MOUSE	Macf1	7354	Mus musculus	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4	1:Experimental evidence at protein level	0.46	0.5545	0.9545	1	1	1	4	4	4	     0	     0	     0	24M(15.9949), 30C(57.0214)		
sp|Q9Z2W0|DNPEP_MOUSE	Q9Z2W0	DNPEP_MOUSE	Dnpep	473	Mus musculus	Aspartyl aminopeptidase	1:Experimental evidence at protein level	1.48	0.5535	0.9543	1	1	1	1	1	1	     0	     0	     0			
sp|Q8R4K2|IRAK4_MOUSE	Q8R4K2	IRAK4_MOUSE	Irak4	459	Mus musculus	Interleukin-1 receptor-associated kinase 4	1:Experimental evidence at protein level	2.83	0.5426	0.9524	1	1	1	3	3	3	     0	     0	     0	4M(15.9949)		
sp|Q06890|CLUS_MOUSE	Q06890	CLUS_MOUSE	Clu	448	Mus musculus	Clusterin	1:Experimental evidence at protein level	3.12	0.5421	0.9523	1	1	1	1	1	1	     0	     0	     0			
sp|Q921C5|BICD2_MOUSE	Q921C5	BICD2_MOUSE	Bicd2	820	Mus musculus	Protein bicaudal D homolog 2	1:Experimental evidence at protein level	1.10	0.5336	0.9507	1	1	1	1	1	1	     0	     0	     0			
sp|Q91VE6|MK67I_MOUSE	Q91VE6	MK67I_MOUSE	Nifk	317	Mus musculus	MKI67 FHA domain-interacting nucleolar phosphoprotein	1:Experimental evidence at protein level	2.52	0.5264	0.9494	1	1	1	2	2	2	     0	     0	     0			
sp|Q99K51|PLST_MOUSE	Q99K51	PLST_MOUSE	Pls3	630	Mus musculus	Plastin-3	1:Experimental evidence at protein level	1.11	0.5236	0.9488	1	1	1	1	1	1	     0	     0	     0			
sp|A2APF3|CTCFL_MOUSE	A2APF3	CTCFL_MOUSE	Ctcfl	636	Mus musculus	Transcriptional repressor CTCFL	1:Experimental evidence at protein level	1.10	0.5201	0.9481	1	1	1	39	39	39	     0	     0	     0			
sp|Q91VD9|NDUS1_MOUSE	Q91VD9	NDUS1_MOUSE	Ndufs1	727	Mus musculus	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	1:Experimental evidence at protein level	1.38	0.5187	0.9479	1	1	1	1	1	1	     0	     0	     0			
sp|A7XV07|SKIT8_MOUSE	A7XV07	SKIT8_MOUSE	Skint8	398	Mus musculus	Selection and upkeep of intraepithelial T-cells protein 8	2:Experimental evidence at transcript level	2.76	0.5175	0.9476	1	1	1	3	3	3	     0	     0	     0			
sp|P62715|PP2AB_MOUSE	P62715	PP2AB_MOUSE	Ppp2cb	309	Mus musculus	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	1:Experimental evidence at protein level	6.80	0.5156	0.9472	1	0	1	1	0	1	     0	     0	     0	17M(15.9949), 1C(57.0214), 6C(57.0214)		sp|P63330|PP2AA_MOUSE
sp|A6H8H5|KCNB2_MOUSE	A6H8H5	KCNB2_MOUSE	Kcnb2	907	Mus musculus	Potassium voltage-gated channel subfamily B member 2	1:Experimental evidence at protein level	1.10	0.5108	0.9463	1	1	1	3	3	3	     0	     0	     0			
sp|P18828|SDC1_MOUSE	P18828	SDC1_MOUSE	Sdc1	311	Mus musculus	Syndecan-1	1:Experimental evidence at protein level	3.22	0.5088	0.9458	1	1	1	3	3	3	     0	     0	     0			
sp|Q8BGU2|CBLN2_MOUSE	Q8BGU2	CBLN2_MOUSE	Cbln2	224	Mus musculus	Cerebellin-2	1:Experimental evidence at protein level	3.57	0.5021	0.9445	1	1	1	4	4	4	     0	     0	     0			
sp|O08648|M3K4_MOUSE	O08648	M3K4_MOUSE	Map3k4	1597	Mus musculus	Mitogen-activated protein kinase kinase kinase 4	1:Experimental evidence at protein level	0.50	0.4804	0.9397	1	1	1	3	3	3	     0	     0	     0			
